Site,LAT_GAGE,LNG_GAGE,Max_Jan_Resid,Max_Feb_Resid,Max_Mar_Resid,Max_Apr_Resid,Max_May_Resid,Max_Jun_Resid,Max_Jul_Resid,Max_Aug_Resid,Max_Sep_Resid,Max_Oct_resid,Max_Nov_Resid,Max_Dec_Resid
sm1,42.354541,-71.268112,0.698118706,0.505895802,-0.116878988,0.475348054,-1.497229004,-2.056694707,-3.303657981,-3.320464183,-2.747240363,-2.258470636,0.141668064,0.164149926
sm4,38.95978,-77.17567,1.486089594,1.486258598,1.640999291,1.101247447,0.081642315,-0.025051513,-0.775715131,-0.331498096,-0.287547991,0.334248579,0.320344759,1.000816413
sm7,39.496497,-76.34746,0.140054339,0.295868403,-0.072911478,-0.29579917,-0.66504762,-0.744527816,-0.941099082,-0.915706747,-0.525710286,-0.462600122,-0.196797668,0.267568824
sm8,38.908889,-77.338263,1.030723354,1.22966614,1.160670802,0.513229142,-0.849199463,-0.96451456,-0.963437545,-0.682379136,-0.686938861,-0.044817305,0.264573448,0.532617769
sm10,39.330083,-76.534889,1.245438544,-0.008559287,-0.084000709,-0.548752553,-0.471418184,-0.372958149,-0.376452983,0.508597656,0.697173496,1.13966064,1.425736579,2.113275719
sm11,38.88239,-77.431905,2.020277274,2.026919154,2.460054395,1.309187272,2.440447324,2.019553988,2.507153385,1.478860909,1.43495323,1.677692307,1.537667379,1.151072839
sm12,40.027326,-75.844945,-0.221187312,-0.855241991,-1.2422182,-1.024243741,0.844281975,1.478559177,1.271626399,0.646630049,-0.452591942,-0.445315004,-0.298597584,-1.148853138
sm37,39.033139,-76.964278,-0.033054335,0.482033598,0.964613478,0.676247447,-0.083454375,0.039158475,-0.153581256,0.088713585,-0.10500244,0.085515315,0.072067974,0.020533732
sm53,42.03731639,-72.9389911,-1.361817215,-1.846359959,-1.643588446,0.01619252,-0.222499594,-0.444252344,-0.050480939,-0.214109095,-0.375439707,-0.570703349,-0.05115422,-0.599313201
sm61,38.81289066,-77.22831581,0.509031112,0.911758598,2.015999291,2.251247447,2.086505847,1.701969558,2.020768931,1.590953058,1.450991525,1.234248579,0.695344759,0.67649677
sm75,42.410925,-71.791183,-1.245394418,-0.597574038,1.507486604,2.487813077,1.47356811,-0.04019628,-0.601895511,-0.61397316,-1.100060816,-0.830095357,-0.096605399,-1.172062362
sm95,42.70341694,-72.6706475,-2.360430143,-2.180046674,-2.267308035,-1.172443259,-0.408488486,-0.200930513,0.305477849,-0.147121402,-0.258876542,-1.132078491,-0.995642248,-1.177150455
sm97,40.16138889,-74.1547222,0.952240138,0.406111003,-0.533120345,-0.87984024,-1.456072823,-2.119981048,-1.656755146,-1.358551914,-1.762731303,-1.594099758,0.153819168,1.395867078
sm98,42.37287,-71.828128,-0.931787871,-0.438744576,-0.178948866,1.483941537,1.340524831,1.255331459,0.689100235,1.033856443,0.826038916,-0.593662487,0.369668644,-1.87413738
