Site,LAT_GAGE,LNG_GAGE,Slope_Jan_Resid,Slope_Feb_Resid,Slope_Mar_Resid,Slope_Apr_Resid,Slope_May_Resid,Slope_Jun_Resid,Slope_Jul_Resid,Slope_Aug_Resid,Slope_Sep_Resid,Slope_Oct_resid,Slope_Nov_Resid,Slope_Dec_Resid
sm75,42.410925,-71.791183,-0.040979877,-0.010166762,0.064434691,0.100967151,0.064028327,-0.01998407,-0.011554614,0.036924989,-0.02253739,-0.040731845,0.00845657,-0.024668825
sm95,42.70341694,-72.6706475,-0.08268974,-0.094414851,-0.039948957,-0.01560951,0.038239319,0.077532073,0.093219038,0.106531657,0.113590899,0.031633287,0.043197328,-0.046502101
sm97,40.16138889,-74.1547222,0.027192097,0.010975292,0.010448873,0.022425902,-0.01037714,0.029383091,0.012529455,0.029257069,0.040971823,0.011974502,0.03068707,0.025948515
sm98,42.37287,-71.828128,-0.026350134,-0.011087563,0.028421586,0.029039029,0.039872443,0.103458986,0.12835282,0.221193234,0.138612907,0.033777896,0.07374418,-0.028215238
sm102,39.98566144,-75.82744675,0.050028209,0.044948497,0.044593136,0.052491677,0.035739363,0.034071808,0.050827773,0.057725955,0.057658077,0.060225341,0.050320703,0.053688819
sm107,39.57005556,-79.10194444,0.077462329,0.088967218,0.100695104,0.047233936,0.014949551,0.036819975,0.122889579,0.105735853,0.132662851,0.098545055,-0.002126175,0.083018308
sm117,39.96177343,-75.80133411,0.001878122,0.00357988,0.001690243,0.016993691,0.00672947,0.01531976,0.014990807,0.009348161,-0.000549501,-0.004228929,-0.010011357,-0.001229918
sm121,38.97594346,-77.24581439,0.045379273,0.053397181,0.06864007,0.023325099,0.03448898,0.028776394,0.012890221,0.011699881,0.031064982,0.02641469,0.027604344,0.038213434
md1,40.15149064,-75.60130497,0.025631828,0.053344543,0.054420131,0.056991407,0.042092522,0.059281232,0.071554821,0.042406347,0.059866958,0.049256713,0.051536471,0.06017077
md5,38.594556,-75.291028,-0.029882009,-0.031954929,-0.000996935,-0.041240183,-0.060022458,-0.064746404,0.022557204,-0.026807873,-0.056475834,-0.023638613,-0.057718121,-0.030417397
md13,41.89009153,-74.58987933,-0.003686167,-0.022816609,-0.044969908,-0.021061237,-0.0412212,-0.019580146,-0.088655847,-0.034289308,-0.078602931,-0.076724744,-0.02494992,0.017053237
md24,38.96025,-76.92597222,0.0910936,0.071090116,0.077633012,0.048271981,0.081561431,0.070604486,0.086805832,0.068251831,0.06874683,0.076665126,0.061451876,0.074824916
md29,39.618889,-76.690306,-0.188482724,-0.217661806,-0.196867651,-0.162098091,-0.350545191,-0.289254488,-0.263107225,-0.144141584,-0.288839894,-0.300665564,-0.18856819,-0.203518511
md45,43.01480528,-71.64146139,-0.097963192,-0.117676865,-0.027816749,0.111977937,0.074256636,0.098065205,0.084928984,0.117916339,0.082272312,0.044542075,0.044162903,-0.083185944
md47,41.55232124,-72.44925287,0.047254444,0.111151938,0.146947586,0.097372055,0.046912891,0.098625161,0.12372232,0.157439814,0.107687085,0.084119145,0.070785976,0.061816835
md51,39.50275,-79.12397222,-0.102396101,-0.124830818,-0.186391853,-0.233642323,-0.311006118,-0.276663102,-0.306017744,-0.264684714,-0.275997835,-0.234832969,-0.153418708,-0.140820209
md63,41.4758994,-77.82582513,0.110287861,0.097728214,0.072191608,0.012257324,-0.020209191,0.071805821,0.08045993,0.151643972,0.135322369,0.056874058,0.00482498,0.039764868
md74,41.638064,-74.616883,0.03342092,0.037382096,0.0328345,-0.009190768,0.063918249,0.091283736,0.113040137,0.104012315,0.05997469,0.073177371,0.065875611,0.044929316
md84,42.01425877,-74.27070269,0.047203669,0.040564615,0.039321136,-0.010168829,-0.039728842,-0.048050436,-0.126420166,-0.179800098,-0.094642394,0.00421883,0.063622317,0.07530622
md87,41.46148109,-74.7587746,-0.092453161,-0.131157964,-0.143367728,-0.175006319,-0.250336945,-0.199947577,-0.223164018,-0.286753133,-0.200954577,-0.176466725,-0.138568146,-0.10838383
md101,41.94647708,-74.97960864,0.018853441,0.031877689,0.011933776,0.055727985,0.077685503,0.113852016,0.080026897,0.127895783,0.093245651,0.076642639,0.038177271,0.044233117
md107,45.0403236,-71.4439706,-0.112248444,-0.13248279,-0.185009757,-0.13807122,-0.057859511,-0.14200013,-0.113436009,-0.282323683,-0.220033979,-0.011141473,-0.126533573,-0.143203358
md113,39.44511111,-79.11080556,-0.104508538,-0.11313669,-0.156058473,-0.164412206,-0.135397898,-0.286873803,-0.168443215,-0.319493283,-0.243489877,-0.290555685,-0.230581068,-0.15683206
md118,41.47620023,-75.17211857,0.001950819,0.009616414,0.010505785,0.08829018,0.119425813,0.166201576,0.125743989,0.172298074,0.186512758,0.159188851,0.072521486,0.001106943
md144,42.07480591,-75.39600945,-0.046732178,-0.087176181,-0.156160786,-0.166923759,-0.249110712,-0.357615055,-0.205565559,-0.598071291,-0.298141269,-0.34378945,-0.166815683,-0.083111302
md145,42.02480929,-75.11988987,0.035666536,0.031878908,-0.01844101,-0.032352321,0.014337971,-0.04442941,-0.008237903,-0.053630336,-0.029093837,-0.022553853,-0.04130363,0.030757335
md149,40.555,-74.5836111,0.021713903,0.027804818,-0.02111985,0.08639164,0.041734692,0.119656898,0.075893227,0.070318872,0.067637101,-0.018040146,-0.037792259,0.010994116
lg3,41.475923,-75.036281,0.015165135,-0.004446375,-0.002822559,0.066656758,0.04993189,0.014817108,-0.117120587,-0.059296203,0.051396733,0.195891934,0.04914755,0.01222091
lg4,42.00314017,-75.38350814,-0.015462247,-0.021557782,-0.079377685,-0.131019467,-0.122247432,-0.216102737,-0.222798695,-0.159985788,-0.220717901,-0.18036207,-0.044220532,-0.012483327
lg11,39.5823158,-78.30973117,-0.029859957,-0.01172064,0.020877971,0.040691014,0.11314219,0.107510703,0.080403332,0.125449667,0.109756277,0.059644839,0.012322488,-0.013512588
lg22,41.97314277,-75.17405814,0.049166711,0.049951893,0.026009494,0.069035441,0.130057374,0.124318907,0.161877209,0.149999586,0.098425941,0.105285776,0.03929524,0.043613599
lg71,39.44703879,-78.65418167,0.011911539,0.03425639,0.070649309,0.061158575,0.139121086,0.128547685,0.207419716,0.177309619,0.094977909,0.113095232,0.048558353,0.034495737
lg76,41.86731,-75.213783,0.031204625,0.04391337,0.043261295,0.047234142,0.09845364,0.083263471,0.034911561,0.141494809,0.046892241,0.066458415,0.065119694,0.034588414
lg91,41.75675495,-75.05738968,0.024413391,0.048706362,0.05869363,0.08198404,0.136989037,0.133583348,0.126223531,0.159875205,0.112653518,0.100786522,0.086291013,0.025459187
lg95,41.5089782,-74.98572346,0.005790289,0.03460983,0.053556087,0.077471559,0.153492164,0.151378601,0.208958755,0.134451458,0.102895176,0.100603731,0.065195454,0.016374159
lg165,40.95814218,-76.61912225,0.006474195,0.011049255,0.042171998,0.005686613,0.057718378,0.038358827,0.072542675,0.0521159,0.067721847,0.056797446,-0.007027897,0.037933367
