"","test_R2","train_R2","oob_R2","test_rmse","train_rmse","oob_rmse","test_nrmse","train_nrmse","oob_nrmse"
"1",0.806956278035916,0.893715121018246,0.833535794915877,1.94497522184863,1.28186273897491,1.5749774304182,0.272309498178029,0.200713332247944,0.246609062470557
"2",0.818541784189698,0.891281408695073,0.822599141138968,2.13886356382134,1.44306546602814,1.80153861951783,0.262360600702165,0.194766427665928,0.243148526165931
"3",0.832024471648676,0.871544161017311,0.784443111778488,2.37194066320224,1.69201305560506,2.12537540842108,0.230868734164791,0.171750443726188,0.215739570254388
"4",0.776246417511465,0.844320170965321,0.73079190188142,2.49929053553404,1.74091780899778,2.21480316671288,0.18310505175669,0.128136352482949,0.163015621865372
"5",0.718447932509241,0.82457462563907,0.701818935508631,2.89048014568077,2.11219562358932,2.67210477162319,0.159657532025089,0.116773139684429,0.147727824195537
"6",0.669727431118445,0.80375988553865,0.66556853957623,3.26753783358915,2.38710090636506,3.01715940931175,0.157961083115497,0.11451864180123,0.144745032240101
"7",0.666169061716646,0.772574722670892,0.601553365143924,3.41519251737847,2.69251488573399,3.42571572312583,0.152470897318159,0.117625280021092,0.149655912151248
"8",0.674137005143227,0.775979164218924,0.616968734616415,3.19681841539626,2.368271846854,2.97811271120104,0.144812889298712,0.105233551560258,0.132331673816394
"9",0.65624827733349,0.789742529630807,0.640656050465943,2.80749938626571,2.12937930249835,2.68047095947268,0.134556762369013,0.101179243283015,0.127364825516685
"10",0.755852483354145,0.859783250257835,0.769877816455604,2.32126446133476,1.69502966950786,2.11734201601858,0.129358799699074,0.0957359206915853,0.119588282712108
"11",0.789204458154417,0.870711529901278,0.801973633811192,2.00858517268213,1.30853807929121,1.59256133356155,0.159851670393738,0.110489768270303,0.134472000078723
"12",0.81126990600245,0.880406953676385,0.81620255487816,1.92963534877728,1.32814031010435,1.61860095643752,0.231759622746704,0.176315155841902,0.21487479727026
