"","test_R2","train_R2","oob_R2","test_rmse","train_rmse","oob_rmse","test_nrmse","train_nrmse","oob_nrmse"
"1",0.894954247866,0.929727119272459,0.882252780715941,1.51859479540296,1.21660172380066,1.5494002352308,0.216530303671567,0.169047622548396,0.215290198113026
"2",0.916231702282583,0.931807508923833,0.884791126388202,1.57060729460329,1.34485018965329,1.71916008771349,0.198716466884084,0.16156772712808,0.206536601681103
"3",0.910440224684684,0.928074818075894,0.878913611910072,1.65726304265524,1.442123730996,1.83729519091557,0.167300699056102,0.136920058114478,0.174438960337937
"4",0.849976107007028,0.899831516299097,0.835414581183992,2.04943667946178,1.55775388069763,1.96410846904119,0.156101626512071,0.111265509386882,0.140290152383435
"5",0.788613332750034,0.885158317812572,0.808944666221658,2.65962437148219,1.77352613652765,2.24847228997734,0.154268372682705,0.0965157602158621,0.122362455180023
"6",0.711115040588367,0.858823168266811,0.764135706814867,3.17431351543699,1.97954999995718,2.50904806030625,0.161828070315596,0.0941969338105312,0.119393111600728
"7",0.653903137796,0.805599215162736,0.671960269159374,3.65195142136986,2.3057186571543,2.92073259324288,0.171561166744388,0.100100026411824,0.126800123171281
"8",0.667026179752567,0.80676565295786,0.672609730923879,3.43277329770876,2.06799395682766,2.62324022518706,0.163738768508467,0.0914466906798305,0.115999680105236
"9",0.722002090815058,0.846183795308778,0.739595035143141,2.89781007853642,1.78986104427269,2.27364417994715,0.147137187093874,0.0850082001307288,0.107985142250835
"10",0.859229676495282,0.915916947003922,0.858280619430161,2.01671897826553,1.46474011373521,1.86863637622299,0.119113304438919,0.0828671543306597,0.105717442653686
"11",0.862270869557544,0.925730552365879,0.88055558986543,1.55313059111025,1.16931325424388,1.46410647566065,0.13147856136999,0.0965106036443323,0.120841698537793
"12",0.892004730508732,0.924816138215741,0.876160044310449,1.4399002101887,1.22285273408852,1.54762535814603,0.179454088054523,0.150630241582381,0.190635532045741
