"","test_R2","train_R2","oob_R2","test_rmse","train_rmse","oob_rmse","test_nrmse","train_nrmse","oob_nrmse","test_R2_sd","train_R2_sd","oob_R2_sd","test_rmse_sd","train_rmse_sd","oob_rmse_sd","test_nrmse_sd","train_nrmse_sd","oob_nrmse_sd"
"1",0.887901368591061,0.929698074734903,0.883552809872982,1.53967402702749,1.22171986475676,1.54738005565993,0.215030069601082,0.170644023385823,0.216129261986961,0.0237660240852072,0.00585043065266059,0.0100858532587879,0.0563949664774367,0.033710744801674,0.0449933178305489,0.00607344978146592,0.00530211337881402,0.00694928885715291
"2",0.893981715342971,0.93371791591436,0.889005529339656,1.67607928810247,1.33093369886575,1.69499166665947,0.203400561663392,0.161531122922352,0.205714239105201,0.0285924440453729,0.00615262986085535,0.0109878531608325,0.101401740428933,0.0435833655926008,0.0600525478728898,0.0109896774942766,0.00543109573436731,0.00740880551024835
"3",0.882943822014496,0.928004544601608,0.879778007454095,1.81700408836218,1.44127929064599,1.83172358634244,0.174582016179052,0.138495177939742,0.176013135363692,0.0344605348481771,0.00399066432760219,0.007207682229355,0.176125712774239,0.0292629698514298,0.0416322932000208,0.0162668317729654,0.0031044280141827,0.00430763576511116
"4",0.835753586076052,0.9007684669505,0.837035367913674,1.9909817689045,1.57027840810968,1.97993484042897,0.144128992386712,0.113581824520419,0.1432128631241,0.0378343140833244,0.00516415943831249,0.00763646559039906,0.12994706433937,0.0259640107959785,0.0273696964364692,0.0108369686612306,0.00227358081199038,0.00252733197809974
"5",0.808327814038803,0.880813150681171,0.802965278846572,2.32911129683571,1.84256889791161,2.32957998553463,0.128697041548992,0.10154455146413,0.128382687070989,0.023849052418698,0.00378281617238019,0.00657438587181815,0.208808725341159,0.0405685843542632,0.0474072892911961,0.0155996901667192,0.00294401270513247,0.00351036695646637
"6",0.757604518361311,0.852277471720491,0.753257647744487,2.62348388542936,2.07965543611987,2.63326299912031,0.126998686069801,0.100316627328096,0.127020487757296,0.0499139393088004,0.00685640573479721,0.0125963557486767,0.315528619891809,0.0583305459045785,0.0735328893834167,0.0197868283769326,0.00349646038735781,0.00439497108733784
"7",0.676793246097473,0.80442273942415,0.673095310944561,3.02821411458695,2.39720693591205,3.02321507142488,0.134080836871215,0.105697581930705,0.133297102572265,0.0578882975904512,0.00559492182173682,0.00985314926095043,0.364197667159762,0.0540673102021793,0.0596770245198166,0.0215476268454302,0.0032567739730387,0.00374071534955996
"8",0.679102520512036,0.802426340328811,0.667362980177629,2.74459393079828,2.19019358931167,2.77129273984757,0.1237638852749,0.0983101057960517,0.124392298759472,0.0658534703306111,0.00809474506213171,0.0130107300950706,0.418646422662366,0.0749715717011653,0.0893821554752864,0.0235835941033234,0.00410807420338113,0.00496012542718518
"9",0.740590745074701,0.836685880630791,0.726074747910818,2.37043521500461,1.90473755402965,2.41055526025075,0.114491753733316,0.0916709348129693,0.116013721122582,0.0483249794135662,0.00835153145027463,0.0142497657340538,0.304524478534224,0.0665891829135788,0.0812033938082774,0.0186739158603224,0.003838586986121,0.00470513624627652
"10",0.860954485765417,0.910756420613325,0.851019598744993,1.87975538084178,1.51741985454485,1.92837715524079,0.107368024911471,0.0865865177250115,0.110035624235272,0.024509975368706,0.00591099886164869,0.0101596061644737,0.125995081880168,0.0392509105742888,0.048737599388241,0.00894100345293837,0.00262503197034322,0.00324828468965993
"11",0.877101374359048,0.92317255263434,0.875192303847022,1.48165541361072,1.18713411383714,1.49267972313446,0.122952483321817,0.0984779843569448,0.123824903091609,0.0338552168205948,0.0062852134035277,0.0099122731743663,0.12723822160336,0.0372100050074183,0.0454070149419218,0.0111318008246507,0.0032311410978903,0.00397482735011599
"12",0.880119104130905,0.926505867049671,0.879422040570417,1.53329076492343,1.21094654478401,1.5279300804306,0.189255827645899,0.149511115223036,0.188648703158923,0.0334149104682169,0.00690856794764958,0.011436204620891,0.105621258727853,0.0427586749073073,0.0538982597221462,0.0116625385967374,0.00526404759282801,0.00666220966883503
