"","test_R2","train_R2","oob_R2","test_rmse","train_rmse","oob_rmse","test_nrmse","train_nrmse","oob_nrmse","test_R2_sd","train_R2_sd","oob_R2_sd","test_rmse_sd","train_rmse_sd","oob_rmse_sd","test_nrmse_sd","train_nrmse_sd","oob_nrmse_sd"
"1",0.402525245335432,0.527012443882844,0.255264564176642,0.129828260026075,0.111794345851309,0.131770764476589,0.322885560653579,0.276969800381687,0.326463279241231,0.332999986763175,0.0623950315486702,0.0946346812200334,0.0200393944830505,0.00570909480408083,0.00621953852280113,0.0526189855276675,0.0128472223451453,0.0138438913111459
"2",0.435849106132113,0.592922100484559,0.327650284526914,0.100373654925472,0.0901534339500811,0.10599143505318,0.253352501667938,0.226397577880956,0.266186151301341,0.257543128288461,0.060794046678679,0.079462321436094,0.0251928821475559,0.00593489820637092,0.00672291830270562,0.0701854833622654,0.0155895315092155,0.0180380300860763
"3",0.481141297869654,0.639268033954045,0.422541790638856,0.0999625758455066,0.0875788674657607,0.102815403112293,0.248262246361867,0.216385751966375,0.254050822257461,0.274124146075999,0.0533231091585123,0.0778794920486295,0.0182412690419287,0.00452326294981707,0.00501375319079617,0.0523499310028314,0.011139329515708,0.0128387647677365
"4",0.434569847214024,0.597316550320703,0.359506124568224,0.0868533091210358,0.0746620172096241,0.0876988216107409,0.269181980092941,0.229645558839412,0.269772736832165,0.298698476218938,0.057120992333436,0.079706941023346,0.0171124067828687,0.00314792560084623,0.00395740488965924,0.062387479066983,0.0105534374410975,0.0138354138384291
"5",0.342935766409195,0.516986777885821,0.261764872400651,0.122049415157089,0.104715278287459,0.121118709939513,0.255087212373963,0.217003428859962,0.250987445368241,0.33036443430928,0.0709898043600062,0.11632587189859,0.0310360764398966,0.00596992335655048,0.0067514924512395,0.0778892502327084,0.0143460186387875,0.0161666226973309
"6",0.24990922329078,0.429838613270299,0.0674661102771484,0.137288399404225,0.119597257288776,0.139677512709944,0.316630401801656,0.274009035841272,0.319999130331314,0.282047299937703,0.0217408377533311,0.0601659535660239,0.0361088996257689,0.00741761567184652,0.00855238546860136,0.0923887105375597,0.0185808312202621,0.0211962121414365
"7",0.322543344904616,0.390586789438827,0.0555498287442186,0.179783225175948,0.151466707930798,0.176359169120262,0.431533981704974,0.364050748043311,0.423911518972978,0.263789783130216,0.0581690594372045,0.0587193895602549,0.0372074642570432,0.00770498671705678,0.00882094839228883,0.083864377483253,0.0170710975777444,0.0203103989859486
"8",0.30708316878442,0.443567590749635,0.0862657296481794,0.15875358996731,0.134158000757829,0.157092508104433,0.36947294024184,0.308768283637462,0.361558589970139,0.277272709357195,0.0697549231268576,0.0942335145503221,0.0219562846462501,0.00371716864995517,0.00403456904300317,0.0753671090555536,0.0121176597148203,0.0138665942951845
"9",0.245389884510079,0.433850787121123,0.108806960127475,0.186725814599643,0.15286922835172,0.178386940455656,0.421964322196244,0.339932835059062,0.396712808330418,0.204921713201891,0.0482853533636322,0.0822766359758077,0.00613563926886538,0.00219131141712419,0.00302805648737723,0.0640402419712155,0.0162175510508654,0.0202289802522829
"10",0.466162877792205,0.576375412964481,0.353170754199939,0.13430750667962,0.119220005715162,0.137870016159606,0.259740003946535,0.228303771012978,0.264009010473415,0.280203251183273,0.0558763263454225,0.0788955622093736,0.0334607153705789,0.00736189723879855,0.00796057178815299,0.0812237016356469,0.0164429397388165,0.01800281476229
"11",0.395895042631682,0.541131970002105,0.287045453010509,0.116152344444247,0.101742343717627,0.1178489858847,0.247052517999585,0.213572170222911,0.247403149261826,0.322912335245699,0.0575731296344588,0.0782872117816374,0.0310427808365537,0.00673652061701808,0.00803789911379845,0.0822275982131965,0.0166550923678949,0.0200429305371303
"12",0.508054857420974,0.620021981993977,0.412847658466201,0.112792136756478,0.0969115878018248,0.114499923893287,0.294930002873191,0.251445000807375,0.297100989810739,0.20503925578735,0.0397148273284892,0.0515513688062083,0.0181664718740091,0.00603531480736748,0.00691033928911409,0.0610836947420299,0.0181035389434853,0.02126083604392
