"Site","JanTS","FebTS","MarTS","AprTS","MayTS","JunTS","JulTS","AugTS","SepTS","OctTS","NovTS","DecTS"
"sm73",0.199716171993894,0.138359738448773,0.245354479839138,0.209417435197302,0.193177630801414,0.185526878503944,0.178495622653679,0.0503321590513741,0.369198459750304,0.323765550467619,0.305560978915914,0.209994369657216
"sm74",0.175858929995059,0.179498677112501,0.259089615197092,0.368388259228589,0.387421720791409,0.370543001366022,0.264264877403865,0.317195243554799,0.333661389933553,0.427784760435029,0.360594879760943,0.218055293488195
"sm75",0.0978910246505723,0.146657514935696,0.308352487784633,0.530646378016213,0.513267295868696,0.437378875411266,0.376585712271902,0.508135414846378,0.442167518153205,0.48807163176806,0.481558487071954,0.173317100264009
"sm76",0.190271339437148,0.245150888786614,0.383690247555756,0.500222060542771,0.548510517180426,0.52562259402421,0.378731941134357,0.479936852385354,0.538028459902913,0.579896435638486,0.473220301431936,0.279226720794158
"sm77",0.506987914975906,0.47194012955592,0.4887393779803,0.394644333474066,0.547238568050212,0.468721726051287,0.414303736289263,0.463903631107635,0.447458229556208,0.618333562679229,0.544388513948113,0.501477235958833
"sm78",0.470554424950535,0.452621113120844,0.449005720762975,0.353150468362106,0.541544041169863,0.433708911884693,0.401146372570037,0.430897829626091,0.444246429725499,0.607340954191177,0.544781560202473,0.457193477541255
"sm79",0.492597822853986,0.461360134287883,0.546097078160889,0.478230266798646,0.485964594712653,0.503309578019262,0.457686087585311,0.42065660741856,0.492838284228126,0.454078399246447,0.590671398267745,0.557885977159624
"sm80",0.397464380166808,0.378292489708645,0.381845832604444,0.345720590592524,0.479424338565839,0.355753123926153,0.386436792371656,0.480283979251609,0.437506524138083,0.536570112821396,0.479528721914593,0.394513392336851
"sm81",0.364145161677082,0.393929520799549,0.342645014158173,0.313731828581516,0.327407259944343,0.409664245939562,0.417988236662983,0.349751677641932,0.490710442817203,0.440744522646441,0.514290782152239,0.469405771269302
"sm82",0.0708120782517663,0.0815500722214851,0.220319545736631,0.267637296061168,0.523744668738384,0.482620896646436,0.384932164365363,0.383875706324283,0.410260128420939,0.334549397974344,0.308307606214451,0.0689379968429275
"sm83",0.0990608818324235,0.148050641675012,0.20368237225573,0.298317539007357,0.266443456013567,0.299829405148528,0.372679601310022,0.373881288088083,0.45346669242877,0.314618487825378,0.347790403665618,0.100761894797452
"sm84",0.0898515521383663,0.16500367081113,0.241488076214614,0.185342989515062,0.320170095777535,0.267760477936626,0.018018151448787,0.274481932383801,0.0874662209236826,0.357744067772284,0.270637206131191,0.0606692113954393
"sm85",0.514862045015637,0.494502641341256,0.50966033746834,0.39477232032734,0.585725300671941,0.513603465491162,0.531930343913571,0.510451073052486,0.491969644893299,0.633667202890756,0.576129684763756,0.515096775041632
"sm86",0.540578333232253,0.518249900848328,0.512735836185863,0.405419852850956,0.580217908005327,0.482967574727514,0.476514198063795,0.477663987882572,0.470879203701581,0.639543213867979,0.578591958910742,0.518609852544681
"sm87",0.137284473873146,0.0969396936266998,0.212792428191908,0.280084204568212,0.298823986727501,0.330919719043607,0.433328912692994,0.345413903095073,0.460877898652371,0.31078726477711,0.330193050942007,0.125150136661846
"sm88",0.52549119394052,0.504424189161736,0.513546736471589,0.400607870733361,0.586982386263638,0.517416372258067,0.519695041534885,0.503169572619261,0.490400151330271,0.642219381997973,0.570901811270935,0.515987195565087
"sm89",0.223950349558736,0.264263352718462,0.300180793921006,0.338451844003671,0.351531563438115,0.243587329445589,0.12510486680322,0.0778387107302878,0.219079856914382,0.407541342449903,0.316993806561167,0.276776945347367
"sm91",0.159431979291552,0.164850065273921,0.138462756896254,0.105448229969127,0.105587290822602,0.210730009237735,0.135071910008968,0.049981284137843,0.0541742637344337,0.185494087498238,0.232309664539816,0.185285320679895
"sm93",0.178770015915534,0.144174767006801,0.214198434427167,0.138181925361391,0.0168967534662452,0.245042195047488,0.341882583968657,0.332107133806145,0.387322993764998,0.26141200104469,0.235919129447677,0.160454965746751
"sm94",0.423772209617597,0.408100358075181,0.399538938762043,0.336613318874284,0.406207743855762,0.394041670207558,0.335231581673322,0.322352943300657,0.3865134594611,0.530942845524172,0.522091672269308,0.464438253075059
"sm95",0.0481483631500138,0.0484107672279543,0.185992717914885,0.397679453873828,0.502143922684599,0.516574635984677,0.444837168751308,0.541475165867462,0.556643421242035,0.549285107288491,0.495965643880307,0.143262155925388
"sm96",0.27563456278446,0.314140440283612,0.222598392732908,0.302904133397247,0.426549664085251,0.491624503804942,0.519642599687033,0.44298495385705,0.483030754033309,0.333439409961631,0.43666289596085,0.349073394246107
"sm97",0.377204258961626,0.369548546082762,0.427968951971463,0.403879760273504,0.383495009717947,0.423222988340703,0.340015498605964,0.406833778721721,0.432465166811942,0.476198798537652,0.503291637972228,0.434808657905765
"sm98",0.127168424518018,0.155105084650643,0.262623707442617,0.4062820929322,0.437845890824989,0.476660070623039,0.443430142759771,0.596751039552862,0.509762424963196,0.475377667912797,0.515132132700747,0.178245137079523
"sm99",0.448138387133776,0.413334367714054,0.409749798846737,0.367790585435492,0.445604578668343,0.365316063274582,0.298285140815061,0.336381041889596,0.37157806391306,0.556856820828352,0.526347983213035,0.459838921603795
"sm100",0.111224192489699,0.128248221943831,0.190107547183184,0.178620174296708,0.220495039597829,0.0740394127154265,-0.0377384286295647,0.0471170233857268,0.134212995553177,0.360715464361055,0.319519667301949,0.14076201660244
"sm102",0.35352667189187,0.376317369586469,0.450847625016061,0.46494093772857,0.466467818843648,0.491323051397522,0.41910788223914,0.508353632930443,0.522414504073585,0.59605950075705,0.536336274823264,0.404220282824954
"sm103",0.263864719480968,0.205687333026609,0.289864953658571,0.322262493327558,0.345169341090917,0.369985521773753,0.346554573853227,0.396065236314767,0.466903109247477,0.482705276470312,0.382978174041009,0.26801610764115
"sm104",0.437041497232614,0.418452948327235,0.523002209795747,0.457234033281686,0.537903550347426,0.535694159078034,0.500518364823536,0.562860584867961,0.54106766525673,0.613148925033601,0.560103108638972,0.47712414971867
"sm105",0.486494438728623,0.476706063970386,0.472418208764854,0.369744121480971,0.556698143133858,0.43871988368261,0.413880166004118,0.466752834916046,0.448083853922878,0.585678919462922,0.512186919756721,0.459723225033124
"sm106",0.244987549168047,0.280022777318274,0.216674104087344,0.207531821354047,0.268241185493721,0.324569088221973,0.295859993223216,0.236714964126271,0.237672350336412,0.236493361056991,0.384462776462412,0.36665001614834
"sm107",0.238524150389189,0.277498443599122,0.375120807243288,0.395126942720458,0.445415512700731,0.431861324556276,0.454461973384103,0.492341365755459,0.534490221158131,0.589871869615827,0.410072791146177,0.294079624011927
"sm108",0.398568418472642,0.406619459495339,0.445475820702974,0.36113340090126,0.410115855188414,0.439426456954734,0.323162692449119,0.27932427496026,0.325574512331352,0.555666429255592,0.516853164257531,0.458141392793002
"sm109",0.453676919429062,0.420700939632096,0.438182593694607,0.398112725629113,0.598694699236039,0.48227189304018,0.487805069447015,0.599830281687825,0.551117153611364,0.629316786037141,0.540196501025134,0.463666339233809
"sm110",0.182637663856796,0.262192807953239,0.397789625886806,0.439816125336063,0.533429586437906,0.467307430881404,0.439991634711788,0.499281327044014,0.529810108480997,0.601849583712516,0.431965016889646,0.248055302910889
"sm111",0.221441376557263,0.270024055284121,0.290828017329177,0.282873561445619,0.46122855558511,0.405493133862904,0.401828806104881,0.351559433676347,0.449687984452364,0.479985175569761,0.349053050553903,0.312832018669932
"sm113",0.50115476155544,0.467837856699297,0.526250546535877,0.412580626939074,0.640772278245585,0.481953340754898,0.527843166656203,0.479043375091946,0.528176820604189,0.645856058134223,0.545296177205392,0.49334526865847
"sm114",0.438764695299374,0.440026610180012,0.522206734923721,0.524852857481018,0.479750049375005,0.482307861261386,0.354179283409634,0.355839475923337,0.388613995138212,0.400468869558882,0.515620261936984,0.481123610465087
"sm115",0.00440435258605345,0.0106219647691277,0.20078303928112,0.290283831591162,0.302703394484356,0.506588542679007,0.420287659936252,0.259943230191871,0.385289292833274,0.49028594280058,0.202680377545552,0.0123138027104312
"sm116",0.152134373011011,0.165262737456373,0.17963579359959,0.214220918858231,0.290244094263605,0.434093176731269,0.570367403536357,0.349194906626409,0.5580215389727,0.343416918968372,0.401506310563529,0.175068173611884
"sm117",0.327480148433752,0.351660271403702,0.420307279768379,0.440812873032424,0.441388175054486,0.482344188647325,0.389903742293471,0.468414635384458,0.47074131938164,0.540785448936586,0.489736377024923,0.381097243982379
"sm118",0.0198975365128274,0.0227100972460847,0.201596163306777,0.524991787265584,0.524427749586721,0.510273863549577,0.431887845818304,0.542469212236966,0.501913787588639,0.507853331773356,0.486202394340939,0.106030768086916
"sm119",0.163874141468814,0.160520983322836,0.130015027260139,0.0851073823413853,0.141956281590229,0.251636095010829,0.220243062649417,0.0973504333871202,0.235301296233549,0.199403240880782,0.243724727449284,0.209384400182135
"sm120",-0.0563722133843511,0.0714501885966308,0.14660178026341,0.307463421140584,0.305380511430742,0.293947952369699,0.332660380459186,0.259509161001251,0.406270654027225,0.262139411166291,0.245670242919335,-0.0357013630272687
"sm121",0.400177530557283,0.418220580237285,0.498752378604501,0.454669634734249,0.501097377485986,0.51426499378471,0.424345211210315,0.488983179922983,0.51949279394743,0.591553855263354,0.53702481453886,0.453222694382301
"md1",0.329902381805239,0.385425327832316,0.469004855894957,0.490226367247678,0.486059152937037,0.526621213448749,0.452828937554259,0.512729631258821,0.530491376952985,0.596229623836861,0.547986175849973,0.409717996832847
"md2",0.117398450494837,0.12806345029538,0.184279440688367,0.169455850860211,0.305750076068172,0.231031768670401,0.208402995696589,0.140662860695515,0.178061570966731,0.278609100439516,0.17981746869802,0.144332546161499
"md3",0.201237988343371,0.251206909804108,0.314675500698675,0.375021445065273,0.571560883930946,0.455015663724888,0.515002697085885,0.492538740618979,0.552316708872723,0.617248132431837,0.452643742151146,0.254641503079369
"md5",0.32233050016992,0.332341225384687,0.430257494733113,0.386974327478684,0.369047202733534,0.399748828600409,0.419269108454923,0.43199976753354,0.409297669756961,0.523664880623915,0.442749359495748,0.377586716834647
"md6",0.214114829498063,0.198617312330579,0.286627434419377,0.377614304698258,0.455812301249436,0.447467884140318,0.353247944629969,0.504702117039611,0.535672324801172,0.557084717150085,0.403970453444791,0.225058624888987
"md7",0.371398761345121,0.369142988213471,0.424727158597619,0.431887142288036,0.404789080804985,0.442434562566627,0.354069136310863,0.422125724252659,0.461120774043396,0.499738437577289,0.507048093822428,0.436585862463441
"md8",0.52712290691423,0.507685634933104,0.492633710562818,0.459525715026494,0.648511850129245,0.57311237842947,0.791679457273819,0.523314309775545,0.604991850756813,0.634387341519739,0.569095279287809,0.496110835560076
"md9",0.0247556937241403,0.0210798556022903,0.0740352398009836,0.276242314476479,0.439989160925591,0.312761664089345,0.171977866546345,0.350841704887833,0.252421994102683,0.371103152981882,0.190391876265616,0.048907356818354
"md10",0.163883303152971,0.18021203483995,0.20191167089082,0.298691058370368,0.268746756945151,0.241046697325128,0.126818986453165,0.123287924848741,0.175994055088486,0.170586656190928,0.216303645317068,0.164767775077752
"md11",0.0465269875127838,0.0401336752371899,0.0882023304145025,0.178141405644106,0.276130382950006,0.128961580930673,0.243548159334823,0.0972417659316909,0.308025741809066,0.134124744979615,0.0980190489319291,0.0324166197473702
"md12",0.480383247493108,0.451910410617885,0.469071127852761,0.375699718617108,0.575094681033893,0.511692539827381,0.478954133349228,0.555473276847469,0.558456493521911,0.657342058686476,0.55815874104172,0.490796131747589
"md13",0.132382727386948,0.124252602590204,0.174653066020759,0.327151692483433,0.387878572920564,0.374552147663598,0.219182368241604,0.320056462674667,0.303719809787003,0.406772494028807,0.392155683902719,0.212177420739738
"md14",0.439991849969688,0.418057354322594,0.45409602451501,0.379506578000388,0.392461825964179,0.464195511791787,0.295049733189372,0.32858818276409,0.472443814959442,0.556644102540539,0.505788444160356,0.492469266825794
"md15",0.340987267953728,0.38253216936125,0.373061639046506,0.375229157338597,0.470514942241034,0.481111139547901,0.354781867031967,0.34866921711558,0.472852459038685,0.44497323789686,0.534199849668503,0.331900498602044
"md16",0.364391919845987,0.431491841292155,0.537699722591411,0.504927411943437,0.517738375208147,0.473009390831054,0.364986783515378,0.357278774746295,0.452903013252403,0.592906202685636,0.503038744600021,0.434781066258937
"md17",0.18927883283932,0.215475041824582,0.277402528926551,0.18605949260156,0.454262090217812,0.310876403114807,0.0801260845105222,0.364344127541644,0.317513958458168,0.445524044107608,0.356712875618447,0.141794811705054
"md18",0.193516330681,0.151733247401773,0.208225121865643,0.132127183347659,0.153704544991839,0.135290818676737,0.144381336423693,0.121376371971765,0.199888858877972,0.215914093831425,0.214874568446489,0.175897291029851
"md19",0.253199127887253,0.240884745736528,0.280509833047357,0.419124847016675,0.451218114053091,0.418948054308042,0.308953934100883,0.327785642266375,0.398180538489539,0.317367647132396,0.362220958942489,0.269925759872896
"md20",0.292857766042234,0.300651520508795,0.420258992349558,0.366087857708282,0.604748740975707,0.549691081103894,0.41279893872963,0.329433608252181,0.522109216918066,0.511805757111988,0.353524439559755,0.320177072423927
"md22",0.0213978445200199,0.0170459324458657,0.0611539248503939,0.0798979294187718,0.173908369170173,0.0198887833382179,-0.0126352395174487,0.0990425337729285,0.0378732542703306,0.156166409743092,0.163854310024264,0.0413754146653093
"md23",0.526100330011304,0.481429846422675,0.473252277148526,0.400059390372388,0.564398297074632,0.516516444085489,0.464211275694376,0.564751993897436,0.470374388252295,0.614896305957625,0.570424340075848,0.493384192998925
"md24",0.450905613057333,0.440450887968127,0.510078902049853,0.484209564116008,0.54088138957455,0.554822494958117,0.497538780913912,0.545846644191184,0.556081998629087,0.639106878856444,0.573848223092611,0.499426527229398
"md25",0.450155033154622,0.47382632965546,0.552412959840457,0.505421961909015,0.567860067336308,0.562123024086929,0.344216727579578,0.410966489815621,0.472045293656848,0.662417545068158,0.568624436241878,0.494911940288398
"md26",0.0315663049800328,0.0245468533307705,0.0383580142189246,0.061545577411499,0.059651806571838,0.0915184157625592,0.34599327057252,0.181663375292098,0.327403224135046,0.181986799523338,0.154826455150973,0.0403959797398788
"md27",0.156409715487308,0.178482260119542,0.212453199544574,0.148038312522672,0.203749809211269,0.21974738455552,0.196341745764741,0.0896984895500002,0.00492718654237896,0.290792746051079,0.296957020721561,0.150660260288357
"md28",0.0676177505042674,0.0527829881015006,0.138760282014571,0.15120386287672,0.162696383711557,0.062120910951018,0.0293062123786555,0.0274101858279948,0.0436288924912958,0.27896951323827,0.244500052911492,0.14091311091584
"md29",0.107661144664418,0.0998287677413474,0.17068818462266,0.193430414372227,0.0112421849041447,0.0362827925997603,-0.0211269744589629,0.183646913550563,0.0357674843487968,0.115854150845162,0.232801459423006,0.124969004152233
