"","test_R2","train_R2","oob_R2","test_rmse","train_rmse","oob_rmse","test_nrmse","train_nrmse","oob_nrmse"
"1",0.90589558966787,0.898365204871317,0.840037530093603,1.7248033801811,1.66024224618444,2.051582168274,0.204124494820337,0.209752149823344,0.259193362488924
"2",0.849935907573762,0.910513719552819,0.85555657260938,2.27449716479766,1.78235650802965,2.22721962857984,0.233190648153187,0.197121643565123,0.246321760987931
"3",0.861664321472084,0.931693794634448,0.884348722652341,2.18341563305759,1.5891458063854,2.03259753792948,0.186730719992708,0.14578335896689,0.186464259803312
"4",0.885883854573162,0.934567957630827,0.893914399772575,1.94584682407961,1.4546470529878,1.81915018828581,0.132473524300304,0.103885628349332,0.129917123183737
"5",0.911469371631474,0.923507337512453,0.875474163231974,1.6916824511875,1.61631936645487,2.02892687692015,0.0904447254216854,0.0892707024692792,0.112059368538489
"6",0.924701026611357,0.889584719495183,0.819204049655137,1.5807669111016,1.82503265122524,2.28800664312802,0.0753900076832648,0.0888530891527901,0.111393326638593
"7",0.901530586950011,0.834164012825452,0.726211797311685,1.93646592987352,2.09636422669146,2.62669729935596,0.0854844012683018,0.093138769443394,0.116700786555783
"8",0.901100500876367,0.825978561821814,0.720109070964628,1.89650509202393,1.98596093675435,2.46194600430437,0.0857371198925826,0.0898879066140584,0.111431785201895
"9",0.903234988858584,0.867390093996042,0.775351253614455,1.81434293910343,1.74261055573803,2.21621586996711,0.0877372151132879,0.0853656761249618,0.10856629185199
"10",0.896530127717773,0.938583654458941,0.891438525869676,2.01870593878278,1.44438426522551,1.87988647062824,0.113233235077363,0.0847164463916634,0.110259648519867
"11",0.887332767329955,0.942085908087782,0.906676819338973,1.72085762277896,1.19784546235398,1.49876967344964,0.135658283263746,0.0997715475748049,0.124836278533287
"12",0.874642986719711,0.900850385079195,0.847868784852655,1.88602517905881,1.59119713187682,1.94438172946787,0.204178414064517,0.186838699688495,0.228309708931756
