"","test_R2","train_R2","oob_R2","test_rmse","train_rmse","oob_rmse","test_nrmse","train_nrmse","oob_nrmse","test_R2_sd","train_R2_sd","oob_R2_sd","test_rmse_sd","train_rmse_sd","oob_rmse_sd","test_nrmse_sd","train_nrmse_sd","oob_nrmse_sd"
"1",0.65272511039711,0.780270517152911,0.629583428239756,0.0912620718426446,0.0739253214480189,0.093135954893761,0.409616256131912,0.329441884390144,0.415061329537033,0.0759543945622151,0.0132960432089984,0.0214378596644338,0.0118083418986017,0.00242680846131386,0.00289046717148344,0.068869979636432,0.0129081995411062,0.0159223395719198
"2",0.650778540101532,0.789244562663542,0.641316105614127,0.0859622105172539,0.0681440189155045,0.0861321250073929,0.373687889031164,0.294138991198299,0.371789097008986,0.0333001501579694,0.00832793257197275,0.0127974511080559,0.00504964708590945,0.00107549980089686,0.00132666562518372,0.0499442821064498,0.00846565319480995,0.0108640779790201
"3",0.577193769955265,0.744568537727629,0.555319160564683,0.0950194861580719,0.0763435619841141,0.0962870129566125,0.329606478207956,0.263827835943353,0.332752905007538,0.0761323095875952,0.0083339014715169,0.0162460044474834,0.00863344894509078,0.00126482321158998,0.00178578784710764,0.0406340652531652,0.00602665486903084,0.00832069208034428
"4",0.448643054775178,0.697841707572651,0.443170956698874,0.0970645104803915,0.0765523895651288,0.0972342753251001,0.315782183204898,0.247875104785775,0.314856460297772,0.108785501477314,0.0212373065310409,0.0317755152998144,0.00948939847295388,0.00125860833531988,0.00160444866737202,0.0444365574904147,0.00517317269443507,0.00733561006970264
"5",0.533964794477473,0.716924364346258,0.519656548801929,0.114047441832106,0.0918431253365451,0.115384055804102,0.300839933202649,0.24086237366709,0.302604297895564,0.060746659284604,0.00692104321998027,0.0142171369237214,0.0128895991975304,0.00210829523508136,0.00294114334313893,0.0492898364864267,0.00823604048550919,0.0110579744046319
"6",0.402455510304738,0.670476591668105,0.413565547621034,0.124190992415809,0.0977161075085175,0.12337095036437,0.35927382197519,0.281054986865268,0.354836731291764,0.0804771952673284,0.0129778855540748,0.0265010347608113,0.00830258069052687,0.00159155222064136,0.0016213040187844,0.0453563563753279,0.00808863428931161,0.00925553121751812
"7",0.32320530219089,0.633978365888142,0.32015296625616,0.143966470616595,0.113258688744801,0.143749251516406,0.461570429399598,0.361475278997259,0.458785697061236,0.161118757047114,0.0137635274555447,0.0446180293108629,0.00984245975697031,0.00185543173267426,0.00244076310300369,0.0468076737319998,0.00820595307849257,0.0104638583015398
"8",0.444632770272235,0.682766385358243,0.441259881597708,0.138038370213456,0.109708815403778,0.138482493821925,0.448492430923023,0.354802773196459,0.447853508316832,0.106456166602162,0.0163907593317535,0.03624153085616,0.0103110566650904,0.00237195982868717,0.00309352158011303,0.0494782670900436,0.00923321519164237,0.0117076039183874
"9",0.407317613495581,0.672439615015493,0.397469907658864,0.13971650922475,0.111624733468934,0.141455719666603,0.381873912978239,0.302865687271098,0.383799305093607,0.124136779137753,0.0159049976620081,0.0391866082910614,0.0112437274323209,0.00213530391289371,0.00271536830700838,0.052638348393299,0.00858817809659123,0.0106686953724227
"10",0.632342625609375,0.773201564306396,0.617386846847705,0.10909550297415,0.0884687525990834,0.110804544746114,0.273537557248176,0.220499615135919,0.276169380038957,0.0676256483792985,0.0122219096334878,0.0170396220141563,0.0103564710016064,0.00179421251176646,0.00198352946680429,0.0409407019275039,0.00698025976914932,0.00832683681751019
"11",0.50692521676091,0.713996655707306,0.490087861697398,0.100841584615325,0.0804656734714615,0.101713340611336,0.275201102484607,0.218061987371916,0.275642663571876,0.0749843811788336,0.00510274834083023,0.0101946011509802,0.0144286220114771,0.00235394501674097,0.00294465728852673,0.054088344897635,0.00886250060687069,0.0111300473093937
"12",0.633617236565632,0.769167387563946,0.609590282374357,0.093355527932681,0.0753334822637852,0.0947823867217756,0.381332881903679,0.304433239756176,0.383045516293922,0.036735801134568,0.00811955019187271,0.0112122730533799,0.00569111837896124,0.000664500873389057,0.000903132359754798,0.0598443280779392,0.00806828214284266,0.0109843423942785
