42.354541,-71.268112,'01104475
33.905658,-84.224921,'02336030
34.08233,-83.85462,'02217274
38.95978,-77.17567,'01646305
39.885,-74.50527778,'01466500
39.496497,-76.34746,'01581752
38.908889,-77.338263,'01645762
38.901111,-76.942194,'01651800
39.330083,-76.534889,'01585230
38.88239,-77.431905,'01656903
40.027326,-75.844945,'01480400
45.476787,-122.498424,'14211499
45.470952,-121.865357,'14138720
34.096489,-84.079634,'02334578
45.48011889,-122.0256385,'14138870
46.782148,-87.87763,'04043238
47.70677144,-121.6001069,'12147600
38.884695,-77.332429,'01645704
34.010383,-83.894068,'02218565
40.77994627,-111.806045,'10172200
33.821497,-83.942408,'02207400
45.49428561,-122.0359167,'14138900
33.965101,-84.264923,'02335350
43.431227,-123.586757,'14320934
34.1326,-84.069911,'02334480
39.11194,-94.47222,'06893620
43.25367,-77.74223,'0422026250
48.83261,-122.33905,'12210900
28.38500749,-81.6164632,'02266200
33.778163,-84.037969,'02207185
46.785759,-87.852352,'04043244
33.688997,-84.33048,'02203700
43.45215258,-110.7040913,'13018300
47.947326,-121.626783,'12137290
39.033139,-76.964278,'01649190
33.794273,-84.474375,'02336526
45.486509,-122.421757,'14211400
33.753477,-81.601771,'02172300
45.44456402,-122.1095292,'14139800
40.73523,-111.47603,'10129900
33.340672,-85.22689,'02338523
33.534549,-86.562485,'02423397
33.815107,-83.990188,'02207385
38.88743023,-117.2453673,'10249300
47.68926929,-121.7134457,'12148000
42.976943,-89.539566,'05435943
42.03731639,-72.9389911,'01187300
30.282184,-81.740376,'02246459
48.82292454,-120.1459245,'12447390
48.6715,-122.1396,'12209490
33.678997,-84.357981,'02203655
45.41539777,-122.1714746,'14141500
38.81289066,-77.22831581,'01654000
44.20957081,-122.256733,'14161500
44.6529,-122.130908,'14180300
33.869167,-84.378889,'02336360
45.4776202,-122.5078686,'14211500
33.711213,-86.696101,'02455980
33.802883,-84.340759,'02336240
45.049965,-93.310227,'05288705
35.99083333,-81.55833333,'02111000
47.476667,-116.221667,'12413370
38.485718,-109.411104,'09183600
47.69676817,-121.7873379,'12148300
43.13034057,-77.5186085,'04232050
42.410925,-71.791183,'01095220
41.6906115,-80.04811219,'03022540
33.917607,-83.887958,'02208150
33.95388889,-84.44333333,'02335870
45.403452,-122.754819,'14206950
33.5176059,-86.8791584,'02458450
45.680669,-123.07122,'14205400
39.02556175,-94.34383852,'06893890
40.723838,-111.519644,'10133650
33.527222,-84.936389,'02337498
33.743441,-84.568266,'02336728
33.831493,-84.342703,'02336120
38.9199077,-119.9724036,'10336780
33.838438,-84.439373,'02336410
33.219285,-96.891948,'08052745
47.37010733,-121.6251009,'12115000
44.45966,-110.82243,'06036805
34.883982,-83.721562,'03544970
42.70341694,-72.6706475,'01170100
43.91429242,-122.6886762,'14150800
40.16138889,-74.1547222,'01408000
42.37287,-71.828128,'01095375
34.70083333,-83.72888889,'02330450
41.69589,-80.10811,'03022554
39.98566144,-75.82744675,'01480500
41.38951168,-77.6908191,'01545600
36.39777778,-79.19666667,'02077200
34.03232319,-84.08935639,'02334885
45.4981743,-122.0123049,'14138850
39.57005556,-79.10194444,'01596500
35.6675,-83.07361111,'03460000
33.597049,-86.868048,'02457595
40.97922,-83.653265,'04188496
37.552556,-90.842444,'07061270
31.02527778,-89.01666667,'02479155
45.452897,-122.64315,'14211550
35.77725369,-105.6580725,'08377900
38.9224078,-119.9915706,'10336610
39.96177343,-75.80133411,'01480617
43.042307,-71.200618,'01073319
47.51425666,-123.3298868,'12056500
40.75967,-111.564091,'10133800
38.97594346,-77.24581439,'01646000
40.15149064,-75.60130497,'01472157
36.355359,-94.776339,'07191222
38.61706,-79.86978,'03067510
38.594556,-75.291028,'01484525
41.57533955,-78.69224919,'03028000
40.146667,-74.122222,'01408029
